1.104303 -0.469571 1.000000
0.544075 1.047012 0.000000
-0.107779 0.233789 1.000000
-0.912341 0.183181 0.000000
0.705501 0.448117 0.000000
0.087215 0.034177 1.000000
1.416242 -0.598345 1.000000
1.245425 -0.386194 1.000000
0.037304 0.468314 1.000000
1.754356 0.069359 1.000000
0.963325 -0.231961 0.000000
-0.128311 0.169244 1.000000
-0.660559 0.165155 0.000000
0.580961 -0.216819 1.000000
1.537528 -0.399674 1.000000
2.155896 0.705320 1.000000
-0.118270 0.249640 1.000000
0.324687 0.886528 0.000000
-0.010027 1.152203 0.000000
-1.380083 -0.365002 0.000000
2.038095 0.405358 1.000000
0.149902 -0.001919 1.000000
0.002712 1.288498 0.000000
0.309253 -0.330764 1.000000
0.761005 0.310909 0.000000
1.672985 0.420542 1.000000
1.311960 -0.460831 1.000000
1.805037 0.574880 1.000000
-0.785348 0.670319 0.000000
1.564533 -0.275776 1.000000
-0.649704 0.972378 0.000000
-0.937679 -0.133344 0.000000
-0.741522 0.258427 0.000000
-0.421513 0.944533 0.000000
0.435894 1.191942 0.000000
-0.039867 -0.139732 1.000000
1.905837 -0.200441 1.000000
1.137217 -0.465724 1.000000
-1.048444 0.621044 0.000000
1.282368 -0.517597 1.000000
1.299944 -0.805207 1.000000
1.838695 -0.275922 1.000000
1.741258 0.258414 1.000000
1.499923 -0.618525 1.000000
1.333359 -0.171937 0.000000
0.911984 0.484328 0.000000
-0.582865 0.625685 0.000000
0.829592 0.253706 0.000000
1.816068 0.117566 1.000000
1.350734 0.337913 0.000000
-0.459575 0.553593 0.000000
-0.782133 1.238751 0.000000
0.774397 -0.648308 1.000000
0.118796 0.217460 1.000000
1.695501 0.098637 1.000000
0.531565 0.457331 0.000000
0.872981 0.558356 0.000000
-0.284317 0.926181 0.000000
0.575447 1.068106 0.000000
1.077475 -0.758479 1.000000
0.701282 -0.799462 1.000000
0.336893 -0.081725 1.000000
-0.128596 0.887225 0.000000
0.000433 1.315684 0.000000
-0.553455 0.533842 0.000000
0.250506 0.850516 0.000000
-0.922647 0.238302 0.000000
0.490182 -0.362450 1.000000
-0.284634 0.953507 0.000000
0.259578 0.987644 0.000000
-0.531147 1.111965 0.000000
1.073398 -0.002932 0.000000
1.378164 -0.542353 1.000000
-0.451100 0.226396 0.000000
0.903742 -0.406901 1.000000
0.147606 -0.220071 1.000000
0.303368 -0.224702 1.000000
1.038312 0.313936 0.000000
-0.843396 -0.081413 0.000000
0.395022 -0.483987 1.000000
