1.100963 0.193465 0.000000
-0.200436 1.041274 0.000000
-0.228272 -0.038646 1.000000
-0.277149 -0.019291 1.000000
0.206665 -0.995874 0.000000
0.203445 1.073606 0.000000
0.137610 0.943393 0.000000
-0.431757 -0.202559 1.000000
0.203907 0.181665 1.000000
-0.324989 -0.896162 0.000000
-0.108768 -0.258427 1.000000
1.039013 -0.189919 0.000000
0.862655 -0.400148 0.000000
0.459716 -0.875098 0.000000
-0.144735 -0.279465 1.000000
-0.174477 0.198584 1.000000
0.245723 -0.021694 1.000000
0.275838 -0.069664 1.000000
0.866057 -0.394251 0.000000
-1.047999 -0.101965 0.000000
-0.093465 0.191934 1.000000
0.075205 0.141603 1.000000
-0.407925 0.108769 1.000000
0.844350 0.243724 0.000000
-0.870226 -0.622911 0.000000
-0.031649 0.404204 1.000000
-0.634571 -0.743054 0.000000
-0.146611 -0.200041 1.000000
-0.338534 -0.240505 1.000000
-0.000221 -0.313929 1.000000
-0.805760 0.423729 0.000000
-0.703455 -0.685614 0.000000
-0.182498 0.020517 1.000000
-0.697691 -0.561070 0.000000
0.530647 0.838260 0.000000
-1.070557 0.260224 0.000000
-0.064237 0.256772 1.000000
-0.366906 0.950287 0.000000
0.699087 0.519632 0.000000
0.303324 -0.099398 1.000000
-0.785882 0.749582 0.000000
0.381989 -0.063112 1.000000
-0.812101 0.291823 0.000000
-0.004615 1.037682 0.000000
-0.259787 0.143009 1.000000
-0.480329 -0.958743 0.000000
-0.234595 -0.009339 1.000000
-1.024840 0.159662 0.000000
-0.201137 -0.403484 1.000000
-0.032723 -0.230379 1.000000
0.947395 -0.572950 0.000000
-0.065354 -0.859117 0.000000
1.071206 -0.180072 0.000000
0.371066 0.023641 1.000000
-0.876624 0.119101 0.000000
-0.077820 -0.968271 0.000000
-0.892436 -0.311056 0.000000
0.094756 0.274033 1.000000
-0.222137 -0.050946 1.000000
0.208448 -0.253746 1.000000
0.359843 0.163293 1.000000
0.053543 0.349862 1.000000
0.116021 0.246901 1.000000
-0.423594 0.840187 0.000000
0.732902 -0.915510 0.000000
-0.296519 1.018441 0.000000
0.039372 0.024329 1.000000
0.831952 0.582534 0.000000
-0.259422 -0.233997 1.000000
0.932609 0.448206 0.000000
0.229386 -0.120469 1.000000
0.220573 -0.293651 1.000000
0.323569 0.119746 1.000000
0.399802 0.077493 1.000000
0.082979 1.033607 0.000000
-0.018904 0.255067 1.000000
0.778459 -0.454133 0.000000
0.240196 -1.000857 0.000000
-0.105576 -0.231300 1.000000
0.114616 0.207320 1.000000
